PC1,PC2
-2.684207125103951,0.3266073147643865
-2.715390615634134,-0.16955684755602785
-2.8898195396179194,-0.13734560960502912
-2.7464371973087376,-0.3111243157519932
-2.7285929818313175,0.33392456356845346
-2.2798973610095996,0.7477827132251323
-2.8208906821806328,-0.08210451102468214
-2.626481993323822,0.17040534896028853
-2.887958565335637,-0.570798026331593
-2.6738446867191237,-0.10669170375274013
-2.5065267893389063,0.6519350136725706
-2.613142718271059,0.021520631960256886
-2.7874339759971005,-0.22774018887110786
-3.2252004462749833,-0.5032799094854274
-2.643543216941149,1.1861948994134475
-2.383869323799378,1.344754344559861
-2.6225262031258114,0.8180896745965937
-2.648322732479129,0.3191366677508831
-2.199077961430765,0.879244088091735
-2.587346188917741,0.5204736388059668
-2.3105317013131357,0.3978678215888904
-2.5432349073036984,0.440031754659814
-3.2158576949001083,0.1416155716255822
-2.3031285376638846,0.10552267842998077
-2.3561710866839007,-0.03120958906833915
-2.5079172268378835,-0.13905633991317562
-2.469055997545126,0.13788731459041648
-2.562390946836753,0.37468456275010453
-2.6398212683765845,0.31929006596032017
-2.632847908030761,-0.19007583063362515
-2.5884620513033947,-0.1973930794376922
-2.410077337121599,0.4180800082476144
-2.647636673396903,0.819982632559506
-2.597159477075921,1.1000219280072674
-2.6738446867191237,-0.10669170375274013
-2.8669998469325373,0.07719309572358524
-2.625228464680424,0.6068000084215843
-2.6738446867191237,-0.10669170375274013
-2.9818426648539114,-0.48025004885607797
-2.5903230255856773,0.23605933728887135
-2.770138910746327,0.2710594197651656
-2.852211081566395,-0.9328653674695467
-2.9982964428323546,-0.33430757459077837
-2.4055141012847043,0.19591725769605953
-2.2088329541767084,0.4426960304210021
-2.7156651907474574,-0.2426814828981146
-2.5375733710135098,0.5103675454766048
-2.8403212968270117,-0.22057633827647805
-2.5426857570770514,0.586281025343987
-2.7039123148636532,0.11501085217050411
1.2847945878450684,0.6854391861329197
0.9324107529829146,0.3191980898336488
1.4640613227790724,0.504189832972453
0.18096720634769548,-0.8256039435761137
1.0871344872069977,0.07539038928876723
0.6404367495231422,-0.4173234829700254
1.0952237099384754,0.28389121093848074
-0.75146714064823,-1.0011075129743947
1.043297780706278,0.22895690877700653
-0.010190070727856423,-0.7205748667019016
-0.5110861958950937,-1.2624919538621413
0.5110980606834744,-0.10228410504597026
0.26233575615317706,-0.5478932980253376
0.9840445451694279,-0.1243604202222777
-0.17486400196569918,-0.25181557108017105
0.9275729420326969,0.4682362050431168
0.6595927890561973,-0.35197629106031597
0.2345405862598324,-0.33192182936212045
0.9423617073988387,-0.5418222581500147
0.04324640032870151,-0.5814894466123591
1.1162407237538128,-0.08421401387837274
0.3567865678304582,-0.06682382794136668
1.2964688502855308,-0.3275615197949443
0.9205026489090061,-0.18239036332792075
0.7140082136428301,0.15037915314843686
0.899640863283773,0.3296109795818835
1.3310414188547166,0.24466952060228903
1.557396272070699,0.267392584812765
0.8124555489979989,-0.1623315748786332
-0.3073347556634074,-0.36508661276616117
-0.07034288894927478,-0.7025379317307264
-0.19188449210314884,-0.6774905443743577
0.1349949504513702,-0.31170964270339657
1.3787369827755795,-0.4212051382146278
0.5872748535799077,-0.48328426771748173
0.8072054966767135,0.19505396377111206
1.2204289662446768,0.40803533700101746
0.8128677903690665,-0.37067899831891044
0.24519516169034283,-0.26672803566184783
0.16451342836925265,-0.6796614693108142
0.46303098887142097,-0.6695265465361223
0.8901604456511533,-0.033812442746762456
0.22887904996964448,-0.4022576201789117
-0.7070812839208637,-1.0084247617784614
0.3555330391870603,-0.5032184874026624
0.33112694733271963,-0.21118014066262647
0.3752382289467627,-0.2916220248087796
0.64169027816654,0.019071176491270523
-0.9084633331234983,-0.7515687251694866
0.2978079074069309,-0.34701652159856394
2.5317269804395552,-0.01184223664029889
1.4140722251737543,-0.5749250559123041
2.6164846082840407,0.34193528698729536
1.9708149459064788,-0.18112569470491283
2.3497579839509393,-0.04188254965484088
3.396879920678135,0.5471680462301536
0.5193832450849329,-1.1913516890506526
2.932005096991298,0.3523770061808606
2.31967279387405,-0.24554817060690975
2.9181342336442486,0.7803806293720331
1.6619349470194837,0.24203840103752297
1.8023404526607298,-0.216154606626536
2.165378862953394,0.21528028337300764
1.344594217509821,-0.7764154251768247
1.5852672993086405,-0.5393070538471715
1.904743578213909,0.1188189909826992
1.9492487818644948,0.04073025942776854
3.4887653796563836,1.1715445442635657
3.7946868612099673,0.2532655709725353
1.2983298245678125,-0.7610139365215078
2.428167259020846,0.37678197125415314
1.1980973722749595,-0.6055789617645938
3.499265484298954,0.4567734669640753
1.3876682501815527,-0.20403098657015478
2.275853649305691,0.3333865257566431
2.6141938306983303,0.5583669502788231
1.2576251829251333,-0.17913699742322275
1.2906696477375985,-0.11642525182937205
2.1228539805083098,-0.21085488454948925
2.3875644023690246,0.4625192507262611
2.8409609252853807,0.3727425910490216
3.232342898295872,1.370524035976335
2.1587383731331315,-0.21832553156299261
1.4431026043759716,-0.1438012890827258
1.7796401068985666,-0.5014647947060147
3.076521621020659,0.6857644422460569
2.1449868567093007,0.13890660887731576
1.9048629251371285,0.04804750823183546
1.1688534694704005,-0.16450249981508946
2.107653731173266,0.37148224917710604
2.3143033946295453,0.18260885079369926
1.9224508848357498,0.4092711761786956
1.4140722251737543,-0.5749250559123041
2.563322712340806,0.27597450223983905
2.4193912198049774,0.30350393770262973
1.9440170488777344,0.18741522204601413
1.5256636313138694,-0.3750208481918231
1.7640459355269797,0.07851918642935782
1.9016290752882297,0.11587674824796672
1.3896661333194136,-0.2828867091722683
